FileName,Cultivar,Tree,Pit,View,PixelsToCm,Approved,Area,Centroid_x,Centroid_y,Circularity,ConvexArea,Eccentricity,EquivDiameter,MajorAxisLength,MaxFeretDiameter,MinorAxisLength,MinFeretDiameter,OrthogonalDiameter,MaxFeretDiameterControl,Perimeter,Solidity,FormFactor,Roundness,Compactness,AspectRatio,a01,a02,a03,a04,a05,a06,a07,a08,b01,b02,b03,b04,b05,b06,b07,b08,c01,c02,c03,c04,c05,c06,c07,c08,d01,d02,d03,d04,d05,d06,d07,d08
SAI_a_001_VD.png,SAI,a,001,VD,815.784748939806,1,1006749,552.516644168507,1099.38230085155,0.718082203676268,1014646,0.909559904094536,1132.18047961559,1758.80320656685,1855.91917927479,730.910834069379,738.981859035005,739.240945892221,1855.80629377099,4194.24,0.992216989964973,0.719158330291434,0.414378131778681,0.643722092038701,2.51057410927746,1,0.00457196128464893,0.0800256684272957,-0.00385152658788173,0.0248140821185889,-0.00555356753817867,0.0136227930316565,-0.00262433428495632,1.73472347597681e-17,0.00218271624694918,0.00405609994994667,-0.00097758652098908,-0.00144231296597561,-0.000540506237462835,-8.85148301522465e-05,-0.00065434543545083,-2.94902990916057e-17,-0.00690599309467493,-0.00274337768224467,-0.00209606827285737,0.000491378560788618,-0.00175400318095898,0.00118646498701936,-0.00171448152363189,0.486567565801379,0.0126813552339168,0.035490315526063,0.0206328170757029,0.00217279281267576,0.00191949641517839,-0.00106883282557742,0.000298466968039854
SAI_a_001_VL.png,SAI,a,001,VL,818.099649034499,1,991452,521.379842897084,1114.64111626181,0.708625191981228,999443,0.916824787032118,1123.54612415635,1781.7636554185,1862.99892646239,711.439976642913,719.87086023578,721.609144922928,1862.93370789194,4189.932,0.992004546532419,0.709688238493279,0.397632267718345,0.630580897045212,2.58172854317328,1,0.000360356401643769,0.0806389312994479,-0.00758348680662985,0.0267523482742345,-0.00564644152764164,0.0135103577982339,-0.00301737654964874,-6.15826833971767e-17,1.16659421446893e-05,-0.00319457551371607,0.00100498797696719,0.00162101652162319,-0.000570480826385877,-0.00015814683176037,-0.000947066524659036,1.30754782001752e-16,0.00160663556968303,0.00468702448094076,0.00144815019242,0.000970084690519036,-0.00286781240687698,-0.00181933942928966,0.000975115319688818,0.472617717341442,0.0282517918625215,0.0377044304675458,0.0126503656463429,0.00817368690792237,-0.00131006819396918,-3.8538608757009e-05,-0.000778392787520779
SAI_a_002_VD.png,SAI,a,002,VD,829.577631297526,1,824027,600.994756239783,986.405013427958,0.713813307277301,839903,0.901089720282178,1024.29671596148,1560.57834815838,1680.57519915058,676.717798161395,674,683.380080165435,1680.52015757027,3805.616,0.981097817247944,0.71499232074326,0.430804673878637,0.656357123735728,2.45921010566146,1,0.000414510118626394,0.0721761018548417,-0.00178630886506753,0.0263936420475529,-0.000194983496256473,0.0154420782640328,0.00339070521653729,-5.55111512312578e-17,0.0116269352960213,-0.00241238045293552,0.0080508896137619,-0.00435675155625472,0.00274763997089858,-0.00415162966843173,0.00203178436458695,1.05818132034585e-16,0.0206067742304919,-0.0082265416204218,-0.00248549785840744,-0.00535164440200628,-0.00183798225465519,-0.00344243538161104,0.00133763803531477,0.495466148647012,-0.00339661128207152,0.0304473045544975,0.00389527118673836,-0.0075757426960811,-0.00783664082976087,-0.00394556720426609,-0.00219785934822286
SAI_a_002_VL.png,SAI,a,002,VL,831.961079273409,1,863216,513.552766630832,971.484195149302,0.734441191829332,874454,0.901515578749642,1048.37051982975,1596.44691538849,1687.07587262695,690.857051190218,687.986840251102,688.634901189986,1687.06668510762,3839.998,0.987148552125097,0.735643410625849,0.431241587418482,0.656689871566847,2.44988435775129,1,0.00086678581993464,0.0716137242095047,-7.61796749544726e-05,0.0228670057465951,-0.00194789769942184,0.0148117655045284,0.000289779128002795,-6.93889390390723e-17,-0.00101634721321531,-0.00123237561863782,-0.00270991162503447,0.00173619715718881,-0.00281664825678717,0.000776877123333929,-0.00232295941107923,1.30104260698261e-16,-0.00568773212160326,0.00132314276311209,-0.00414621692527315,0.00462184526984463,-0.00220312510472033,-0.00269350310021873,-0.00025900850131018,0.504238966277651,-0.0105158519155723,0.0421848817519762,0.00709422930600644,-0.00529069809458444,-0.0012419455603391,-0.00465066922634519,-0.00229564048670441
SAI_a_003_VD.png,SAI,a,003,VD,812.504843011531,1,1187771,582.901134141177,1105.48084184578,0.808959809045069,1200815,0.856210497067658,1229.76298825816,1714.60625159779,1786.80860754587,885.812095657046,893.587813439658,894.37408988001,1786.73557081063,4292.3,0.989137377531093,0.810144419740431,0.514415481636218,0.71722763585644,1.99783136359148,1,-0.00114033677462353,0.0644696272568119,-0.00497409515075925,0.0183655692587419,-0.00450644147688549,0.0104878112641754,-0.00234545948748895,-1.38777878078145e-17,0.00754359980158948,0.00224644332074382,0.00832198120097433,-0.0052298613897776,0.00698796161521282,-0.00445855621622381,0.00796528628084165,-6.93889390390723e-18,0.0173511432844868,-0.00779094588407925,0.00122420880325636,-0.00825351110169704,0.00692765182990068,-0.00244798427551271,0.0031377300948587,0.588434078849237,0.0252520197039576,0.0396892741250222,0.00645915449068218,0.000291016081036279,0.00286559734639829,-0.00352851473383322,-0.00088578232808038
SAI_a_003_VL.png,SAI,a,003,VL,818.092837886168,1,1173890,718.453406196492,1091.41415294448,0.784017818260583,1186413,0.873156221340381,1222.55599837764,1760.77490506584,1805.47223739386,858.272949711114,858.251031478569,863.194375638787,1805.40217126268,4334.52,0.989444653758851,0.785154717946632,0.482091907947628,0.694328386246471,2.09161723981086,1,-0.00851882391302158,0.0632896201887417,-0.00577369108323788,0.0110336720405522,-0.00202076669584496,0.00241745073629886,-0.00401369181498134,-5.55111512312578e-17,-0.0192511813900895,0.00217516120065785,-0.0134791063175194,-0.0034885158416102,-0.0109725907077396,-3.13984450965667e-05,-0.00890304044418805,5.55111512312578e-17,-0.0348367000689085,-0.0147203759519876,-0.00672288708145395,0.00129577995424605,-0.00572661248957191,0.00629443245169379,-0.00145990041747694,0.561902108058108,0.0255932786041201,0.0500357275194633,-0.00649701238225083,0.00641581821996334,0.0038295243889372,0.00468575343039844,0.00285211247199063
SAI_a_004_VD.png,SAI,a,004,VD,819.184432239638,1,1020104,482.47214891815,1201.13888976026,0.635731732306131,1029275,0.935954854666349,1139.66519317847,1928.85119022753,2057.12420626466,679.187123902505,673.864450252555,674.010889637471,2057.09139320546,4487.312,0.991089844793665,0.636622202712002,0.349105846806572,0.590851797667208,3.05206375429798,1,0.00207948086903013,0.0828342209919076,-0.00414317863865266,0.0291684656655123,-0.00332269203970461,0.0155485361255205,-0.000925841081401601,3.46944695195361e-17,-0.0110724869829393,0.00486003951285819,-0.0104264115066324,0.00172096062024547,-0.0057347052677554,-2.49125326239434e-05,-0.00493233569698463,-7.28583859910259e-17,-0.0283433659380574,0.000509960124933062,-0.0029113960507162,-0.000990700593717818,-0.000446496973492323,-0.00452735507738173,-0.00192752076852507,0.415435545140167,0.014615679445341,0.0330996484204357,0.010020112528134,0.00069095503663096,-0.00179716021368501,-0.000367719009262533,-0.000666508988100429
SAI_a_004_VL.png,SAI,a,004,VL,814.574238282775,1,1046154,574.883267664225,1194.10512219042,0.613096941679974,1063434,0.933816322296794,1154.12505504511,1965.86670105372,2078.48069512324,703.294345039876,692.971238081358,706.849631923059,2078.35151021188,4627.468,0.983750754630753,0.613929688514232,0.344665334724559,0.587082051100661,2.94048493661731,1,-0.00249321822377491,0.0789742080421253,-0.00467548730028071,0.0237249507201023,-0.00777131306150098,0.00963138156255568,-0.00542644370864594,-8.32667268468867e-17,0.0213703974268044,0.000495949756819027,0.0218476075333365,-2.57190376519809e-05,0.0141340760205162,0.00265043915494763,0.00987995815891592,2.22044604925031e-16,0.0757452026007482,0.0050402844737759,0.00905376231294568,0.00321095077950878,0.00283453739239258,0.00405079244944676,0.00141923937058685,0.412570660185039,0.0134339640719326,0.0391274912034639,0.0112452117230185,0.005859596621567,0.00191232804141843,0.000447633329741123,0.000344635140385417
SAI_a_005_VD.png,SAI,a,005,VD,832.135068052494,1,1300905,610.971268463108,1229.99139291493,0.671645287278684,1319773,0.916762370167738,1286.99793703941,2042.6573657655,2214.20324270379,815.904849470353,835,835.622537901013,2214.18991958685,4930.388,0.985703602058839,0.672501490947421,0.396976366810407,0.630060605664572,2.64976486664136,1,0.00665965535115494,0.0802073495503096,-0.000765263655617455,0.0286362999141236,-0.00261162614668226,0.0148777843370634,-0.00269487502059204,9.71445146547012e-17,0.00627370821196432,-0.000824210510570928,0.00793361354218293,0.000460649688751568,0.00687815539225996,0.00125799431594906,0.00569025920930593,-1.59594559789866e-16,0.0242626663844761,0.00264394355627315,0.00927153091655199,0.00293878222567904,0.00544801103880974,-0.00101415231710219,0.00164972310641787,0.459100733362734,0.00149648689275388,0.024436093261991,0.0135610900261706,-5.21789141768428e-05,0.00335577810802741,-0.000846761274139146,0.00326193307234786
SAI_a_005_VL.png,SAI,a,005,VL,829.690136015468,1,1346317,556.655208988671,1273.0994520607,0.686276007595683,1363731,0.913491282700329,1309.26851491557,2066.79255472946,2195.81989243198,840.891705654987,838.082964455908,850.181312177918,2195.79279532473,4961.972,0.987230619528338,0.687145291897178,0.401294928759985,0.633478435907636,2.58276659458313,1,0.00474602712432062,0.0760790513653501,-0.00349817662009014,0.022185884043698,-0.00368577520885982,0.0104703540477852,-0.00043226443558727,5.55111512312578e-17,0.0211334533189981,-0.00509558366771093,0.0167723647769539,-0.00442164599191755,0.0106835146989493,-0.00247244807031939,0.00910815978467581,-1.00613961606655e-16,0.0419165492688194,-0.013226007289201,0.00512907537391985,-0.00240198415777802,0.0014334894880095,-0.000437597529006333,0.00284386078376882,0.472644361179251,-0.000479712139993277,0.0373041240345258,0.0102238656857701,0.00171596660888973,-0.00207298613261377,-0.0012404301678162,-0.00562908411062872
