FileName,Cultivar,Tree,Pit,View,PixelsToCm,Approved,Area,Centroid_x,Centroid_y,Circularity,ConvexArea,Eccentricity,EquivDiameter,MajorAxisLength,MaxFeretDiameter,MinorAxisLength,MinFeretDiameter,OrthogonalDiameter,MaxFeretDiameterControl,Perimeter,Solidity,FormFactor,Roundness,Compactness,AspectRatio
SAI_a_001_VD.png,SAI,a,001,VD,811.398192319549,1,1007147,603.518679994082,1143.24931315885,0.718473576383369,1015043,0.90961337708625,1132.40425103467,1759.3891545539,1856.57588048536,730.948391602598,738.981859035005,739.231958627871,1856.46465088889,4193.926,0.992221019208053,0.719550370158263,0.414265876070989,0.643634893453571,2.51149298784573
SAI_a_001_VL.png,SAI,a,001,VL,817.711434068817,1,992124,686.315749845785,1244.4387002028,0.709105493729585,999963,0.916825243999152,1123.9268259459,1782.34657285544,1863.11781699387,711.670859456949,719.915064771256,722.435427997278,1863.04401450959,4189.932,0.992160709946268,0.710169260767951,0.397641554960311,0.630588261039096,2.57894026897154
SAI_a_002_VD.png,SAI,a,002,VD,834.856145855947,1,824427,633.094983546148,965.40485694913,0.714665588302162,839938,0.901075471532655,1024.54529336061,1560.88124085795,1680.57519915058,676.895356425505,673.897662917937,683.434825120196,1680.52015757027,3804.268,0.981533160780915,0.715846427932008,0.430846533244652,0.65638901060625,2.45901311636412
SAI_a_002_VL.png,SAI,a,002,VL,822.566494128933,1,863328,592.566613152823,948.480084046851,0.734650409936068,874566,0.90150805466817,1048.43852927919,1596.51744581921,1687.07587262695,690.912597013415,687.986840251102,688.634901189986,1687.06668510762,3839.7,0.987150197926743,0.735853064574346,0.431259433273065,0.656703459160271,2.44988435775129
SAI_a_003_VD.png,SAI,a,003,VD,809.407536357348,1,1188142,662.890566952435,1151.51536769174,0.809461971715758,1201186,0.856161253309962,1229.95503135713,1714.74515256524,1786.80860754587,886.023784534337,893.6783491857,894.446848268058,1786.73557081063,4291.638,0.989140732575971,0.810647500670106,0.514492797265607,0.717281532778871,1.99766885087215
SAI_a_003_VL.png,SAI,a,003,VL,811.409835298986,1,1174429,704.425035485329,1079.36804438582,0.784177484787645,1187011,0.873075343717806,1222.83663883765,1760.89929745214,1805.54285465618,858.588647278035,858.41998465924,863.240634621845,1805.47223739386,4335.074,0.989400266720359,0.785314470633083,0.482245123740893,0.694438711291999,2.09158695992935
SAI_a_004_VD.png,SAI,a,004,VD,816.55621472252,1,1020039,492.484537355925,1194.1565136235,0.63558817730372,1029249,0.935956824600531,1139.62888344062,1928.80626608513,2057.12420626466,679.161205519057,673.864450252555,674.010889637471,2057.09139320546,4487.676,0.991051728007508,0.636478374395956,0.349099863449419,0.590846734313916,3.05206375429798
SAI_a_004_VL.png,SAI,a,004,VL,811.458162319208,1,1046142,607.886593789371,1194.10714128675,0.613089909098442,1063434,0.93381729931577,1154.11843578046,1965.86100858809,2078.48069512324,703.287295102394,692.971238081358,706.849631923059,2078.35151021188,4627.468,0.98373947043258,0.613922646380605,0.344663377258437,0.58708038398369,2.94048493661731
SAI_a_005_VD.png,SAI,a,005,VD,835.210523116753,1,1300925,567.974446643734,1302.00813190614,0.671554335651644,1319806,0.916758816308757,1287.0078300984,2042.65263596769,2214.20324270379,815.919621277239,835,835.622537901013,2214.18991958685,4930.76,0.985694109588834,0.672410358768664,0.396984308332241,0.630066907821892,2.64976486664136
SAI_a_005_VL.png,SAI,a,005,VL,836.457353308739,1,1346070,595.651873230961,1237.11557645591,0.685590480500901,1363700,0.913469114630445,1309.14840792847,2066.48707968093,2195.79279532473,840.870267203782,838.082964455908,850.03086380151,2195.76615330504,4963.998,0.987071936642957,0.686458541920381,0.401339934321066,0.633513957479285,2.58319184494631
