Cultivar,Tree,Pit,View,FileName,Area,Circularity,ConvexArea,Eccentricity,EquivDiameter,MajorAxisLength,MaxFeretDiameter,MinorAxisLength,MinFeretDiameter,OrthogonalDiameter,MaxFeretDiameterControl,Perimeter,Solidity,FormFactor,Roundness,Compactness,AspectRatio,a01,a02,a03,a04,a05,a06,a07,a08,b01,b02,b03,b04,b05,b06,b07,b08,c01,c02,c03,c04,c05,c06,c07,c08,d01,d02,d03,d04,d05,d06,d07,d08
SHA,b,1,VD,SHA_b_001_VD.png,1.52962128368028,0.787232439,1293.6222090713,0.856039443,1.39555519614342,1.94839976194296,2.08102714166834,1.00714830829902,1.02886362917757,1.03348641134828,1736.466527,4.9375830151021,0.986770548,0.788433304,0.513024258,0.716257117,2.01359894,1,-0.005440362,0.073576354,-0.010682469,0.02448251,-0.01043648,0.012501371,-0.006639087,0,0.005555967,0.001834179,0.007356803,-0.000255179,0.003525664,0.00076037,0.000551887,0,0.014126892,0.003351854,-0.001672868,0.001475934,-0.005353034,-0.000160499,-0.000189614,0.578440022,0.042429095,0.023558628,0.017173411,0.002583824,0.001765156,-0.002078471,0.000496589
SHA,b,1,VL-FIX,SHA_b_001_VL-FIX.png,1.528351958729,0.763568433,1292.66597730409,0.875061139,1.3949760396347,2.01845729988708,2.12501789510463,0.976958360735994,0.993378615307615,1.0045771711137,1773.342888,5.01148607025346,0.986681041,0.764716017,0.477633042,0.691110008,2.115335641,1,-0.000156193,0.073235716,-0.012810164,0.023942353,-0.007875064,0.007499819,-0.003149094,-2.78e-17,0.014854302,-0.007153905,0.010573916,-0.007859867,0.006197681,-0.005332605,0.005776912,7.63e-17,0.033277207,-0.01879877,0.00107384,-0.00665832,0.00397795,0.001232384,0.001016615,0.546722506,0.044354902,0.028306094,0.012810841,0.011103607,-0.005026184,0.004224665,-0.002343706
SHA,b,2,VD-FIX,SHA_b_002_VD-FIX.png,1.77840466646707,0.853672895,1501.86264637574,0.796506045,1.50477079522491,1.94030383047904,2.05034199378713,1.17316700080532,1.19673980332962,1.19698047260583,1711.014319,5.11275317131456,0.988189187,0.854930478,0.60145235,0.77553359,1.712928523,1,-0.001922058,0.060197043,-0.012120044,0.020807161,-0.01057445,0.008961189,-0.008666064,1.04e-16,-0.004991695,-0.000493091,-0.005418567,-0.001016607,-0.005784015,0.000163506,-0.005352099,-1.63e-16,-0.016599218,0.00417646,-0.004763528,0.004904672,-0.004821902,0.002144134,-0.001643457,0.66208524,0.030320286,0.018439303,0.014308706,0.002469379,0.002041649,0.000812797,-0.000270989
SHA,b,2,VL-FIX,SHA_b_002_VL-FIX.png,1.68882679646081,0.828430134,1422.12274293106,0.84267448,1.46638366779014,2.00313791816168,2.09953284701404,1.07853626000868,1.10290482602765,1.10678932789335,1752.045947,5.05762245559312,0.991032172,0.829663839,0.535887376,0.732043288,1.896957979,1,-0.00231779,0.068053771,-0.009788346,0.024229449,-0.008311937,0.008999415,-0.004299217,6.94e-17,0.002389694,-0.004391826,0.006967007,-0.001312058,0.003935879,-0.001904414,0.002673478,-1.04e-16,0.01833151,-0.004295395,0.003446341,-0.002917614,-0.001483217,-0.002134746,0.000306985,0.607225043,0.017164276,0.024918389,0.013934726,0.007689027,-0.002048495,0.003998328,-0.001728183
SHA,b,3,VD,SHA_b_003_VD.png,1.47837875026819,0.854795136,1245.56497219927,0.808214919,1.37198042471635,1.79226813827563,1.88536036482916,1.05544454295892,1.06075117224087,1.06558169396558,1573.256813,4.65817640655143,0.990510421,0.856177307,0.585989537,0.765499534,1.769325032,1,-0.008269385,0.058759015,-0.013457997,0.019138339,-0.008362047,0.009488917,-0.003638451,9.63e-17,0.010225595,-0.002554613,0.007281998,-0.007374941,0.003515425,-0.004373052,0.002209581,-1.45e-16,0.019181136,-0.00487268,-0.000498316,-0.004498351,-0.001912475,0.002819393,0.001481204,0.655358996,0.021871351,0.029848075,0.010743994,0.000110651,-0.002634566,0.000371352,-0.002282804
SHA,b,3,VL,SHA_b_003_VL.png,1.36871280778638,0.827872864,1155.9655762977,0.836531186,1.32011335557696,1.78916208180436,1.8789119248373,0.980316460968188,1.0053163178989,1.01714087071156,1567.964923,4.55428745698576,0.98811423,0.829242052,0.544406221,0.737838885,1.847248477,1,-0.000915081,0.068775239,-0.006562738,0.022057121,-0.005228281,0.011281286,-0.001071309,-6.25e-17,0.013263845,-0.005776546,0.011665667,-0.004434095,0.007114752,-0.002670559,0.00408573,1.14e-16,0.029526607,-0.010358142,0.002888925,-0.000775037,-0.001299862,0.000185644,-0.000768916,0.618897842,0.014013795,0.029752274,0.011932996,0.004199499,-0.004199678,-0.00139491,0.001984061
SHA,b,4,VD,SHA_b_004_VD.png,1.59967538517688,0.779966739,1349.63965600543,0.867515443,1.42715449680095,2.02853581495349,2.17774125900699,1.00901450543413,1.02709914382725,1.02735657843463,1817.330185,5.07295092271859,0.989130869,0.781124761,0.494967429,0.703539216,2.119752094,1,0.002475082,0.071317414,0.009506514,0.026087472,0.006257899,0.01346088,0.003302311,7.29e-17,-0.006088279,-0.001168088,-0.004477903,-0.001196404,-0.00238834,0.001331125,-0.003582297,-1.3e-16,-0.009891912,-0.005462791,0.000382212,0.004666049,-0.002128021,-0.00128047,-0.002443761,0.560111569,-0.025638169,0.024457635,-0.010643958,-0.000847551,0.000617976,-0.001169924,0.000963729
SHA,b,4,VL,SHA_b_004_VL.png,1.56492546080369,0.765756761,1314.80909362769,0.884346824,1.41156827009309,2.07329978961926,2.17345622987931,0.967879530861067,0.978508089612545,0.991648703008128,1813.725448,5.0638822986406,0.993277691,0.766895722,0.463531836,0.680831724,2.191760271,1,-0.001830682,0.076160766,0.00819872,0.022837962,0.007733655,0.010545082,0.003584596,8.33e-17,-0.012112452,-0.001492372,-0.009564395,-0.005767586,-0.004815356,-0.003922766,-0.003440286,-1.18e-16,-0.025103071,-0.012694444,-0.000729297,-0.002725608,-0.001294305,-0.002911872,-0.00036111,0.538040353,-0.028104724,0.034536342,-0.017445438,0.007524291,0.001713328,0.000176427,0.002292244
SHA,b,5,VD,SHA_b_005_VD.png,1.38489239325132,0.804665649,1169.3995541701,0.832490345,1.32789297803446,1.79524663966023,1.92412328655529,0.994637644933793,1.00596536859889,1.00615432227283,1605.595528,4.64679509160789,0.988309181,0.80596995,0.547114095,0.739671613,1.912354044,1,0.008082676,0.068092843,0.016575095,0.022763742,0.012174373,0.010736672,0.006964474,-6.94e-18,0.014519888,0.003864179,0.012226022,8.73e-05,0.006682067,0.00180564,0.003942725,6.94e-18,0.034649092,0.00139423,-0.000815568,0.001580336,-0.000667025,0.001908163,-0.000847259,0.607710821,-0.049619801,0.021120289,-0.017399058,-0.000823851,-8.1e-05,9.97e-05,0.002053353
SHA,b,5,VL,SHA_b_005_VL.png,1.31054785854837,0.793443087,1103.96478210001,0.861663126,1.29175901783517,1.82165470544269,1.91663121904721,0.924454598334859,0.945240739218932,0.949711999396244,1599.422708,4.55212814665429,0.990689112,0.794755955,0.502841235,0.709112991,2.018118356,1,0.0014849,0.071652223,0.011940095,0.023710711,0.008616612,0.009318643,0.00464892,-1.11e-16,-0.010148702,0.000482231,-0.009206779,-0.006619442,-0.005035024,-0.005054769,-0.003515833,2.01e-16,-0.026732421,-0.007574983,-0.004059856,-0.009175775,-0.0010454,0.002074601,0.002763079,0.571684219,-0.039731142,0.026248904,-0.013694678,0.008528937,0.001960117,0.000763327,0.001001671
