Project,Shape,Serial,FileName,Area,Circularity,ConvexArea,Eccentricity,EquivDiameter,MajorAxisLength,MaxFeretDiameter,MinorAxisLength,MinFeretDiameter,OrthogonalDiameter,MaxFeretDiameterControl,Perimeter,Solidity,FormFactor,Roundness,Compactness,AspectRatio,a01,a02,a03,a04,a05,a06,a07,a08,b01,b02,b03,b04,b05,b06,b07,b08,c01,c02,c03,c04,c05,c06,c07,c08,d01,d02,d03,d04,d05,d06,d07,d08
VAL,SMC,1,VAL_SMC_1.png,0.508771875,1,407.715,0.010419941,0.804853073875,0.804878827375,0.80751257725,0.80483513125,0.80125,0.80659585875,645.3293733,2.521195,0.998289246,1.005819579,0.999936007,0.999968003,1.001136528,1,0.000567606,-0.000308252,5.55e-05,-5.26e-05,5.8e-05,0.000624828,-0.000102661,-1.39e-16,-0.000145767,0.000300759,0.000161349,-0.000502737,2.47e-05,-0.001513356,-7.95e-05,1.39e-16,-4.37e-05,0.000222249,-0.000103806,0.000376766,0.000100137,-0.00160212,-1.42e-05,0.999209064,0.000468234,-0.000457082,-0.000182308,-0.000343534,-0.000248345,-0.000527178,-6.12e-05
VAL,SMC,10,VAL_SMC_10.png,0.81449375,1,652.53125,0.011006875,1.018354384,1.01838823725,1.02095849575,1.01832654575,1.015,1.019993139375,816.2015682,3.19191,0.998565203,1.004607336,0.999933517,0.999966758,1.000946434,1,0.000261936,0.000104521,-8.2e-05,-0.000590389,0.000242981,0.001821112,1.01e-05,3.33e-16,0.000135352,-0.00021276,2.01e-06,0.000545926,-5.03e-05,0.000418579,5.73e-06,-2.22e-16,-0.000281493,-0.000232344,-7.33e-05,-0.000346971,-9.81e-05,0.000561303,-0.000103634,0.999109472,0.00057934,-0.000891765,0.000357348,-0.00047908,0.00021777,-0.001726525,-3.27e-05
VAL,SMC,2,VAL_SMC_2.png,0.526609375,1,421.985,0.018054136,0.818840571125,0.818911416375,0.821527730875,0.818777942625,0.815,0.8203315745,656.5668283,2.5651825,0.998347098,1.005684863,0.999826985,0.999913489,1.001458138,1,-0.000231091,-0.000404142,1.36e-05,0.000566414,6.14e-05,-0.001709991,3.52e-05,2.78e-16,-2.17e-05,1.96e-05,-1.69e-05,-2.62e-05,-1.78e-05,0.000151651,6.32e-07,-1.67e-16,8.87e-06,1.14e-05,-1.5e-06,1.84e-05,5.08e-06,0.000151062,8.26e-07,0.999720866,-3.94e-05,0.000145742,0.00014536,0.000406007,3.25e-05,0.001704167,-6.73e-05
VAL,SMC,3,VAL_SMC_3.png,0.6014328125,1,481.96,0.022613732,0.8750817335,0.875196903125,0.87779642425,0.874973095,0.87125,0.876427549125,701.5411606,2.7420925,0.998311582,1.005154406,0.999736832,0.999868407,1.001561881,1,-0.000323404,-0.000112377,4.83e-05,0.000276585,8.92e-05,-0.001691391,-3.43e-06,-1.11e-16,-4.63e-05,-2.78e-05,-2.07e-06,6.25e-05,2.98e-05,-0.000746251,1.14e-05,1.67e-16,8.87e-06,2.25e-05,-1.52e-05,-3.73e-05,-9.35e-06,-0.000737947,2.96e-05,0.999679965,-0.000159966,-6.43e-05,0.000122687,0.00018954,3.34e-05,0.001633955,-7.49e-05
VAL,SMC,4,VAL_SMC_4.png,0.6793,1,544.30125,0.023869688,0.93000624875,0.930141727875,0.93289954575,0.929876710375,0.92625,0.93150766825,745.6339585,2.9148575,0.998417696,1.004700972,0.999708713,0.999854346,1.00149422,1,-0.00032988,-5.88e-06,8.2e-05,-0.000546824,-8.85e-05,0.00020906,-4.89e-05,0,-0.000116295,-0.000130204,0.000159149,-0.000130984,0.000127123,-0.001689063,-3.39e-05,0,-0.000567147,-5.5e-05,-0.000496735,2.8e-05,-0.000148718,-0.001830156,-9.72e-05,0.99940296,-0.000274224,-0.000544355,-1.9e-05,-0.000376901,-5.85e-05,-0.000163944,0.000123862
VAL,SMC,5,VAL_SMC_5.png,1.177603125,1,943.20375,0.013161207,1.224488001875,1.22454370275,1.2271167935,1.224437642,1.22,1.226414363875,981.1855074,3.83862,0.998811232,1.004288686,0.999909028,0.999954513,1.000572751,1,0.000454722,-0.000627358,-0.000325931,0.000215881,0.000184218,0.000761008,-2.03e-05,-5.55e-17,0.000346997,0.000251472,0.000223528,-0.00050838,-3.93e-05,-0.001550197,0.000279892,0,-0.000932813,0.000252335,-0.000411131,0.000180263,-0.000205704,-0.001891033,-2.91e-05,0.999350674,5.58e-05,-0.00015315,-2.14e-05,0.000116915,8.19e-05,-0.00085265,-7.22e-05
VAL,SMC,6,VAL_SMC_6.png,0.7163640625,1,573.96125,0.016462353,0.9550408645,0.955109099375,0.9582095935,0.954979669,0.95125,0.956686396625,765.8700934,2.993145,0.998484218,1.004819702,0.999857121,0.999928558,1.001592159,1,-0.000199432,-0.000168558,1.8e-05,-0.000200769,-5.75e-05,0.000971095,2.92e-05,1.11e-16,-0.000123271,-6.88e-05,6.06e-05,0.000174213,3.28e-05,0.001477819,-1.11e-05,-1.67e-16,-6.94e-05,-1.51e-05,-6.46e-05,-0.000261522,-5.74e-05,0.001377316,-5.52e-05,0.99954787,-0.000179793,-0.000168521,-3.58e-05,-7.34e-05,-3.24e-05,-0.00093995,1.82e-06
VAL,SMC,7,VAL_SMC_7.png,1.1043734375,1,884.6525,0.00880378,1.18580434,1.1858295615,1.188365474125,1.185783605875,1.1825,1.187505921,950.0047368,3.7184125,0.998695816,1.003715622,0.999957462,0.999978731,1.000723831,1,9.44e-05,2.03e-05,-2.91e-06,-0.000268497,-1.54e-05,-0.001806425,-7.82e-06,1.67e-16,7.74e-05,1.72e-05,-0.000159279,3.14e-05,4.99e-05,0.000157955,1.83e-06,-1.67e-16,8.17e-05,8.76e-06,3.33e-05,-2.49e-05,-4.04e-05,0.000141617,-5.83e-06,0.999709079,7.08e-05,-0.000258362,9.54e-06,-0.000355027,1.87e-05,0.001733863,1.81e-05
VAL,SMC,8,VAL_SMC_8.png,0.9078109375,1,727.21,0.01388976,1.07510966175,1.075164516875,1.07780230675,1.0750607985,1.07125,1.07663832925,861.5532485,3.3693575,0.998678167,1.004872793,0.999897962,0.99994898,1.001081122,1,0.000296094,7.61e-05,-0.000170612,-0.000139246,-0.000182474,0.001626454,1.39e-05,0,0.000518609,-0.000324597,-0.00022765,0.000507072,0.000347922,-0.000609623,-0.000160687,0,-0.000569974,-0.000310059,-0.000209425,-0.000369411,-8.33e-05,-0.000474037,7.03e-05,0.999693528,-0.000296513,-0.000278383,-0.000440019,-0.000100242,-0.000154416,-0.001594403,4.01e-05
VAL,SMC,9,VAL_SMC_9.png,0.907840625,1,727.25125,0.015441197,1.075127240875,1.07519433825,1.07780230675,1.075066151,1.07125,1.07663832925,861.5532485,3.369585,0.998654179,1.004769966,0.999875194,0.999937595,1.001081122,1,0.000133838,-0.000298431,-3.02e-05,0.000357209,-3.75e-05,-0.001297699,-1.59e-05,-5.55e-17,-6.13e-05,0.000111772,-1.31e-05,-0.000146974,2.74e-05,0.001163911,8.46e-06,1.11e-16,-1.18e-06,4.24e-05,-2.34e-05,9.5e-05,-1.17e-05,0.001154631,1.68e-06,0.999788609,3.27e-05,0.00010922,-0.000127708,0.000276821,-5.59e-06,0.001257937,2.77e-05
