FileName,Project,Shape,Code,PixelsToCm,Approved,Area,Centroid_x,Centroid_y,Circularity,ConvexArea,Eccentricity,EquivDiameter,MajorAxisLength,MaxFeretDiameter,MinorAxisLength,MinFeretDiameter,OrthogonalDiameter,MaxFeretDiameterControl,Perimeter,Solidity,FormFactor,Roundness,Compactness,AspectRatio
VAL_LGC_1.png,VAL,LGC,1,530,1,937036,891.341557848364,909.540241783667,1,938086,0.0193007852905091,1092.27802781181,1092.38139545395,1094.35688877075,1092.17790937193,1089,1093.54241927793,1093.6932842438,3425.424,0.998880699637347,1.00354642436768,0.999810757026918,0.999905374036423,1.00074479917602
VAL_LGC_10.png,VAL,LGC,10,530,1,1864191,1118.03565192622,1208.00961006678,1,1865743,0.0115336318439636,1540.63678397583,1540.68954372499,1542.94847613263,1540.58706546278,1537,1542.31157682227,1542.31157682227,4832.584,0.999168159816223,1.00309357253089,0.999931512684018,0.999965755755675,1.00041295113123
VAL_LGC_2.png,VAL,LGC,2,530,1,1049124,912.627892413099,853.541348782413,1,1050241,0.0127636262735215,1155.76215724981,1155.81142727713,1157.96459358652,1155.71727673269,1152,1157.27050915908,1157.44762300503,3624.372,0.998936434589775,1.00362426519934,0.99991474564793,0.999957371915388,1.00059975988496
VAL_LGC_3.png,VAL,LGC,3,530,1,1180002,956.151561607523,1063.57521173693,1,1181224,0.0087921804068152,1225.73455905697,1225.75971298148,1227.75934123915,1225.71233495979,1223,1227.07784090135,1227.24406700542,3844.666,0.998965479875113,1.00317193408162,0.99995895824254,0.999979478910712,1.00055538476459
VAL_LGC_4.png,VAL,LGC,4,530,1,1247987,944.610527994282,989.609133748989,1,1249259,0.0116072464290596,1260.55003856071,1260.59375408251,1262.93151041535,1260.50883247749,1258,1261.73105260882,1262.23016918469,3954.246,0.998981796408911,1.00298065696399,0.999930644168804,0.999965321483102,1.00095143715775
VAL_LGC_5.png,VAL,LGC,5,530,1,1356864,1096.98879327626,1011.55777144946,1,1358162,0.0143937860208828,1314.38689191103,1314.45638104188,1316.6324468127,1314.32020874473,1311,1315.94908716105,1315.94908716105,4122.876,0.999044296630299,1.00310325069857,0.999894272194848,0.999947134700054,1.00051929034209
VAL_LGC_6.png,VAL,LGC,6,530,1,1398964,950.233589284642,942.146108834824,1,1400329,0.00983638860785632,1334.62215119519,1334.65574452009,1336.70191142229,1334.59117595636,1332,1335.97194415526,1336.16054424609,4186.838,0.999025229071168,1.00286872639538,0.999949660573871,0.999974829970171,1.00054639415911
VAL_LGC_7.png,VAL,LGC,7,530,1,1637654,1064.71675152383,1105.08556264022,1,1639107,0.0120273894443603,1443.99647970268,1444.05000517705,1446.22162893521,1443.94555463676,1441,1445.39165244576,1445.56182849437,4530.126,0.999113541702891,1.00279336371091,0.999925868935022,0.999962933780559,1.00057422255625
VAL_LGC_8.png,VAL,LGC,8,530,1,1733143,1106.14713211778,1139.03207006,1,1734649,0.0116973341043507,1485.4986382629,1485.55055803112,1487.63066652983,1485.44892237691,1483,1486.86314316849,1486.94384561086,4660.498,0.999131812833605,1.00271984348722,0.999930101522774,0.999965050150641,1.00051620309836
VAL_LGC_9.png,VAL,LGC,9,530,1,1872106,1010.60192157923,1102.00419634358,1,1873690,0.0154828858608661,1543.90394491884,1543.99765897519,1545.9873867532,1543.81258451308,1541,1545.39477157133,1545.39477157133,4843.816,0.999154609353735,1.00268616899118,0.99987861223522,0.999939304275624,1.00038347171401
